traits	patch	samp.dates	short.names
3_272_1996.617486	4	1996.617486	3_272
5_1814_2008.928962	6	2008.928962	5_1814
0_1781_1993.134247	1	1993.134247	0_1781
2_1411_1998.054795	3	1998.054795	2_1411
4_2226_1997.920548	5	1997.920548	4_2226
4_9451_2012.363388	5	2012.363388	4_9451
0_8024_2001.991781	1	2001.991781	0_8024
2_79_1993.783562	3	1993.783562	2_79
5_4631_2011.405479	6	2011.405479	5_4631
1_1595_1996.666667	2	1996.666667	1_1595
0_1467_1992.920765	1	1992.920765	0_1467
2_17132_2009.043836	3	2009.043836	2_17132
4_934_1997.076712	5	1997.076712	4_934
1_2221_1998.345205	2	1998.345205	1_2221
0_15188_2007.586301	1	2007.586301	0_15188
2_1713_1999.112329	3	1999.112329	2_1713
2_17828_2009.356164	3	2009.356164	2_17828
4_3844_1999.093151	5	1999.093151	4_3844
5_4277_2011.008219	6	2011.008219	5_4277
0_1862_1993.230137	1	1993.230137	0_1862
3_3248_2002.819178	4	2002.819178	3_3248
1_4383_2000.84153	2	2000.84153	1_4383
2_3054_2000.986339	3	2000.986339	2_3054
2_12341_2007.712329	3	2007.712329	2_12341
2_3735_2001.687671	3	2001.687671	2_3735
0_5198_1998.208219	1	1998.208219	0_5198
0_1863_1993.153425	1	1993.153425	0_1863
0_7248_2001.567123	1	2001.567123	0_7248
0_7013_2001.416438	1	2001.416438	0_7013
2_360_1994.4	3	1994.4	2_360
1_3571_2000.120219	2	2000.120219	1_3571
2_4785_2003.230137	3	2003.230137	2_4785
5_4487_2011.282192	6	2011.282192	5_4487
2_6216_2005.2	3	2005.2	2_6216
2_9865_2006.964384	3	2006.964384	2_9865
4_6939_2002.145205	5	2002.145205	4_6939
0_3541_1994.873973	1	1994.873973	0_3541
3_312_1996.934426	4	1996.934426	3_312
0_2958_1994.413699	1	1994.413699	0_2958
0_170_1990.320548	1	1990.320548	0_170
0_625_1991.665753	1	1991.665753	0_625
0_4363_1995.608219	1	1995.608219	0_4363
4_1106_1997.271233	5	1997.271233	4_1106
5_51_1999.545205	6	1999.545205	5_51
4_1474_1997.443836	5	1997.443836	4_1474
2_5341_2004.095628	3	2004.095628	2_5341
0_4007_1995.221918	1	1995.221918	0_4007
0_146_1990.232877	1	1990.232877	0_146
1_2108_1998.057534	2	1998.057534	1_2108
0_1871_1993.221918	1	1993.221918	0_1871
2_19558_2009.893151	3	2009.893151	2_19558
2_5975_2004.923497	3	2004.923497	2_5975
0_1155_1992.562842	1	1992.562842	0_1155
0_5368_1998.465753	1	1998.465753	0_5368
2_3604_2001.520548	3	2001.520548	2_3604
3_5491_2007.268493	4	2007.268493	3_5491
0_2382_1993.709589	1	1993.709589	0_2382
4_5365_2000.008197	5	2000.008197	4_5365
0_9104_2002.679452	1	2002.679452	0_9104
0_5114_1998.038356	1	1998.038356	0_5114
4_5944_2000.472678	5	2000.472678	4_5944
0_2118_1993.432877	1	1993.432877	0_2118
0_5137_1998.109589	1	1998.109589	0_5137
2_9469_2006.742466	3	2006.742466	2_9469
4_4376_1999.405479	5	1999.405479	4_4376
4_723_1996.830601	5	1996.830601	4_723
1_1611_1996.614754	2	1996.614754	1_1611
0_7974_2002	1	2002	0_7974
3_593_1998.958904	4	1998.958904	3_593
2_6505_2005.49589	3	2005.49589	2_6505
2_409_1994.512329	3	1994.512329	2_409
1_3497_1999.906849	2	1999.906849	1_3497
0_10504_2004.062842	1	2004.062842	0_10504
2_3560_2001.545205	3	2001.545205	2_3560
0_5380_1998.473973	1	1998.473973	0_5380
1_1794_1997.186301	2	1997.186301	1_1794
3_982_2000.377049	4	2000.377049	3_982
2_13046_2007.926027	3	2007.926027	2_13046
0_3833_1995.087671	1	1995.087671	0_3833
4_6329_2000.893443	5	2000.893443	4_6329
2_184_1994.046575	3	1994.046575	2_184
0_9617_2003.227397	1	2003.227397	0_9617
4_292_1996.489071	5	1996.489071	4_292
0_11173_2004.442623	1	2004.442623	0_11173
4_9138_2008.412568	5	2008.412568	4_9138
4_3750_1999.010959	5	1999.010959	4_3750
0_4128_1995.271233	1	1995.271233	0_4128
4_8223_2005.961644	5	2005.961644	4_8223
3_3981_2004.459016	4	2004.459016	3_3981
5_1082_2008.265027	6	2008.265027	5_1082
0_2640_1994.106849	1	1994.106849	0_2640
1_250_1993.810959	2	1993.810959	1_250
4_738_1996.855191	5	1996.855191	4_738
0_1881_1993.241096	1	1993.241096	0_1881
1_3301_1999.767123	2	1999.767123	1_3301
2_1091_1996.45082	3	1996.45082	2_1091
2_2985_2000.945355	3	2000.945355	2_2985
0_560_1991.443836	1	1991.443836	0_560
2_22632_2015.093151	3	2015.093151	2_22632
1_6987_2009.353425	2	2009.353425	1_6987
0_1069_1992.409836	1	1992.409836	0_1069
4_7888_2005.380822	5	2005.380822	4_7888
0_12367_2005.558904	1	2005.558904	0_12367
1_1440_1996.423497	2	1996.423497	1_1440
0_1148_1992.52459	1	1992.52459	0_1148
1_220_1993.380822	2	1993.380822	1_220
2_20062_2010.131507	3	2010.131507	2_20062
4_6102_2000.587432	5	2000.587432	4_6102
0_591_1991.520548	1	1991.520548	0_591
1_3397_1999.830137	2	1999.830137	1_3397
0_961_1992.26776	1	1992.26776	0_961
4_621_1996.754098	5	1996.754098	4_621
4_6785_2001.775342	5	2001.775342	4_6785
4_5770_2000.338798	5	2000.338798	4_5770
5_5451_2012.284153	6	2012.284153	5_5451
2_1039_1996.344262	3	1996.344262	2_1039
4_1397_1997.430137	5	1997.430137	4_1397
4_6771_2001.778082	5	2001.778082	4_6771
0_1884_1993.230137	1	1993.230137	0_1884
2_2506_2000.505464	3	2000.505464	2_2506
2_5608_2004.448087	3	2004.448087	2_5608
2_11322_2007.394521	3	2007.394521	2_11322
0_1629_1992.994536	1	1992.994536	0_1629
0_751_1991.857534	1	1991.857534	0_751
0_1527_1993.060274	1	1993.060274	0_1527
1_3185_1999.687671	2	1999.687671	1_3185
2_7727_2006.10411	3	2006.10411	2_7727
3_4657_2006.180822	4	2006.180822	3_4657
4_3029_1998.550685	5	1998.550685	4_3029
4_9423_2012.071038	5	2012.071038	4_9423
2_2943_2000.860656	3	2000.860656	2_2943
0_1902_1993.2	1	1993.2	0_1902
0_1904_1993.224658	1	1993.224658	0_1904
3_280_1996.729508	4	1996.729508	3_280
1_3362_1999.854795	2	1999.854795	1_3362
3_3680_2003.668493	4	2003.668493	3_3680
0_11798_2004.991803	1	2004.991803	0_11798
4_5922_2000.513661	5	2000.513661	4_5922
2_8340_2006.331507	3	2006.331507	2_8340
0_14482_2006.736986	1	2006.736986	0_14482
2_13260_2007.884932	3	2007.884932	2_13260
0_3453_1994.783562	1	1994.783562	0_3453
4_5957_2000.461749	5	2000.461749	4_5957
0_1909_1993.273973	1	1993.273973	0_1909
1_1348_1996.215847	2	1996.215847	1_1348
4_4075_1999.284932	5	1999.284932	4_4075
3_1149_2000.726776	4	2000.726776	3_1149
0_5408_1998.619178	1	1998.619178	0_5408
2_8051_2006.208219	3	2006.208219	2_8051
3_5149_2006.860274	4	2006.860274	3_5149
0_3282_1994.652055	1	1994.652055	0_3282
1_209_1993.356164	2	1993.356164	1_209
1_760_1995.619178	2	1995.619178	1_760
3_341_1997.076712	4	1997.076712	3_341
0_12440_2005.506849	1	2005.506849	0_12440
4_1137_1997.29589	5	1997.29589	4_1137
4_3143_1998.657534	5	1998.657534	4_3143
0_1948_1993.326027	1	1993.326027	0_1948
0_12118_2005.372603	1	2005.372603	0_12118
1_2042_1997.928767	2	1997.928767	1_2042
2_4893_2003.238356	3	2003.238356	2_4893
2_2115_1999.706849	3	1999.706849	2_2115
0_9458_2003.043836	1	2003.043836	0_9458
2_3035_2000.997268	3	2000.997268	2_3035
0_3696_1994.99726	1	1994.99726	0_3696
0_3396_1994.79726	1	1994.79726	0_3396
5_3273_2010.063014	6	2010.063014	5_3273
0_7866_2001.945205	1	2001.945205	0_7866
0_6127_2000.663934	1	2000.663934	0_6127
1_1617_1996.650273	2	1996.650273	1_1617
0_2188_1993.482192	1	1993.482192	0_2188
0_6502_2001.038356	1	2001.038356	0_6502
4_1359_1997.380822	5	1997.380822	4_1359
2_14224_2008.234973	3	2008.234973	2_14224
0_9519_2003.093151	1	2003.093151	0_9519
2_8_1990.734247	3	1990.734247	2_8
0_2802_1994.334247	1	1994.334247	0_2802
0_9621_2003.347945	1	2003.347945	0_9621
0_1244_1992.68306	1	1992.68306	0_1244
4_5680_2000.273224	5	2000.273224	4_5680
0_3295_1994.671233	1	1994.671233	0_3295
3_3888_2004.13388	4	2004.13388	3_3888
4_202_1996.34153	5	1996.34153	4_202
0_1746_1993.09589	1	1993.09589	0_1746
4_1180_1997.265753	5	1997.265753	4_1180
2_156_1994.024658	3	1994.024658	2_156
1_6303_2004.628415	2	2004.628415	1_6303
1_437_1994.775342	2	1994.775342	1_437
3_3734_2003.712329	4	2003.712329	3_3734
3_1108_2000.636612	4	2000.636612	3_1108
1_3923_2000.464481	2	2000.464481	1_3923
0_14909_2007.156164	1	2007.156164	0_14909
1_2010_1997.936986	2	1997.936986	1_2010
2_8245_2006.279452	3	2006.279452	2_8245
0_1930_1993.30411	1	1993.30411	0_1930
0_8883_2002.482192	1	2002.482192	0_8883
4_1610_1997.580822	5	1997.580822	4_1610
0_1030_1992.407104	1	1992.407104	0_1030
0_12537_2005.594521	1	2005.594521	0_12537
1_909_1995.775342	2	1995.775342	1_909
2_1428_1998.19726	3	1998.19726	2_1428
4_8354_2006.268493	5	2006.268493	4_8354
2_22256_2013.150685	3	2013.150685	2_22256
2_9064_2006.542466	3	2006.542466	2_9064
3_703_1999.158904	4	1999.158904	3_703
2_4979_2003.358904	3	2003.358904	2_4979
0_2248_1993.564384	1	1993.564384	0_2248
2_14774_2008.418033	3	2008.418033	2_14774
0_3067_1994.536986	1	1994.536986	0_3067
4_6748_2001.756164	5	2001.756164	4_6748
0_2094_1993.430137	1	1993.430137	0_2094
0_7031_2001.421918	1	2001.421918	0_7031
2_21671_2011.720548	3	2011.720548	2_21671
0_3745_1995.052055	1	1995.052055	0_3745
4_7747_2005.172603	5	2005.172603	4_7747
2_9880_2006.835616	3	2006.835616	2_9880
2_655_1995.534247	3	1995.534247	2_655
0_12173_2005.290411	1	2005.290411	0_12173
2_8731_2006.413699	3	2006.413699	2_8731
5_3972_2010.684932	6	2010.684932	5_3972
0_15421_2008.248634	1	2008.248634	0_15421
1_563_1995.10411	2	1995.10411	1_563
2_11299_2007.273973	3	2007.273973	2_11299
3_2283_2001.980822	4	2001.980822	3_2283
5_5753_2012.898907	6	2012.898907	5_5753
4_2744_1998.306849	5	1998.306849	4_2744
1_5685_2002.490411	2	2002.490411	1_5685
1_1065_1995.989041	2	1995.989041	1_1065
0_4123_1995.320548	1	1995.320548	0_4123
0_4162_1995.320548	1	1995.320548	0_4162
2_14942_2008.396175	3	2008.396175	2_14942
4_710_1996.830601	5	1996.830601	4_710
0_1944_1993.273973	1	1993.273973	0_1944
1_2268_1998.389041	2	1998.389041	1_2268
5_2797_2009.761644	6	2009.761644	5_2797
3_4757_2006.386301	4	2006.386301	3_4757
0_9545_2003.120548	1	2003.120548	0_9545
0_8089_2002.005479	1	2002.005479	0_8089
4_5980_2000.510929	5	2000.510929	4_5980
2_8817_2006.506849	3	2006.506849	2_8817
4_5673_2000.314208	5	2000.314208	4_5673
4_2515_1998.136986	5	1998.136986	4_2515
3_6051_2008.092896	4	2008.092896	3_6051
4_6019_2000.538251	5	2000.538251	4_6019
5_4260_2011.008219	6	2011.008219	5_4260
0_13647_2006.227397	1	2006.227397	0_13647
5_2523_2009.512329	6	2009.512329	5_2523
0_1960_1993.306849	1	1993.306849	0_1960
3_5117_2006.758904	4	2006.758904	3_5117
2_1962_1999.416438	3	1999.416438	2_1962
2_154_1994.076712	3	1994.076712	2_154
5_1647_2008.79235	6	2008.79235	5_1647
4_4006_1999.186301	5	1999.186301	4_4006
2_3790_2001.783562	3	2001.783562	2_3790
2_20941_2010.882192	3	2010.882192	2_20941
2_3447_2001.520548	3	2001.520548	2_3447
3_3297_2002.789041	4	2002.789041	3_3297
2_20070_2010.164384	3	2010.164384	2_20070
0_6374_2000.912568	1	2000.912568	0_6374
4_814_1996.983607	5	1996.983607	4_814
1_5079_2001.315068	2	2001.315068	1_5079
0_555_1991.484932	1	1991.484932	0_555
1_4085_2000.513661	2	2000.513661	1_4085
2_4678_2003.082192	3	2003.082192	2_4678
4_2844_1998.40274	5	1998.40274	4_2844
0_1967_1993.30137	1	1993.30137	0_1967
0_6544_2001.035616	1	2001.035616	0_6544
4_2241_1998.041096	5	1998.041096	4_2241
4_2237_1997.972603	5	1997.972603	4_2237
2_4485_2003.054795	3	2003.054795	2_4485
4_6995_2002.315068	5	2002.315068	4_6995
2_1400_1997.983562	3	1997.983562	2_1400
4_5651_2000.259563	5	2000.259563	4_5651
5_184_2003.479452	6	2003.479452	5_184
3_5280_2006.934247	4	2006.934247	3_5280
2_3030_2000.97541	3	2000.97541	2_3030
5_1034_2008.245902	6	2008.245902	5_1034
2_5158_2003.70411	3	2003.70411	2_5158
0_4992_1997.610959	1	1997.610959	0_4992
1_51_1990.29589	2	1990.29589	1_51
4_8463_2006.717808	5	2006.717808	4_8463
0_7893_2002.09589	1	2002.09589	0_7893
0_4666_1996.172131	1	1996.172131	0_4666
2_4220_2002.545205	3	2002.545205	2_4220
4_6591_2001.375342	5	2001.375342	4_6591
0_6746_2001.232877	1	2001.232877	0_6746
5_1382_2008.625683	6	2008.625683	5_1382
2_9213_2006.564384	3	2006.564384	2_9213
0_1503_1992.945355	1	1992.945355	0_1503
0_2763_1994.243836	1	1994.243836	0_2763
5_5476_2012.295082	6	2012.295082	5_5476
2_16339_2008.830601	3	2008.830601	2_16339
2_984_1996.196721	3	1996.196721	2_984
4_3901_1999.09863	5	1999.09863	4_3901
2_19853_2010.016438	3	2010.016438	2_19853
1_1397_1996.281421	2	1996.281421	1_1397
5_1668_2008.860656	6	2008.860656	5_1668
0_1062_1992.428962	1	1992.428962	0_1062
1_385_1994.69863	2	1994.69863	1_385
0_3965_1995.178082	1	1995.178082	0_3965
0_2001_1993.312329	1	1993.312329	0_2001
2_15110_2008.483607	3	2008.483607	2_15110
3_4164_2004.691257	4	2004.691257	3_4164
2_1486_1998.506849	3	1998.506849	2_1486
0_7193_2001.578082	1	2001.578082	0_7193
5_2685_2009.564384	6	2009.564384	5_2685
4_5643_2000.297814	5	2000.297814	4_5643
2_12881_2007.791781	3	2007.791781	2_12881
4_1882_1997.676712	5	1997.676712	4_1882
4_1461_1997.460274	5	1997.460274	4_1461
4_6852_2001.975342	5	2001.975342	4_6852
2_4727_2003.139726	3	2003.139726	2_4727
1_6710_2006.589041	2	2006.589041	1_6710
1_340_1994.509589	2	1994.509589	1_340
2_8570_2006.361644	3	2006.361644	2_8570
4_6694_2001.605479	5	2001.605479	4_6694
4_3671_1999.041096	5	1999.041096	4_3671
0_4066_1995.210959	1	1995.210959	0_4066
2_9467_2006.70137	3	2006.70137	2_9467
2_20264_2010.342466	3	2010.342466	2_20264
2_12583_2007.747945	3	2007.747945	2_12583
0_3461_1994.819178	1	1994.819178	0_3461
4_1396_1997.517808	5	1997.517808	4_1396
2_6894_2005.745205	3	2005.745205	2_6894
0_2542_1994.120548	1	1994.120548	0_2542
2_3028_2000.991803	3	2000.991803	2_3028
2_10677_2007.10137	3	2007.10137	2_10677
2_2982_2000.959016	3	2000.959016	2_2982
2_4240_2002.567123	3	2002.567123	2_4240
4_4229_1999.29863	5	1999.29863	4_4229
1_2321_1998.438356	2	1998.438356	1_2321
4_8420_2006.479452	5	2006.479452	4_8420
0_2013_1993.358904	1	1993.358904	0_2013
4_6618_2001.389041	5	2001.389041	4_6618
4_978_1997.134247	5	1997.134247	4_978
0_5954_2000.5	1	2000.5	0_5954
4_7503_2004.47541	5	2004.47541	4_7503
1_1413_1996.349727	2	1996.349727	1_1413
3_1819_2001.676712	4	2001.676712	3_1819
5_866_2008.076503	6	2008.076503	5_866
1_1888_1997.720548	2	1997.720548	1_1888
3_3457_2003.150685	4	2003.150685	3_3457
2_2051_1999.528767	3	1999.528767	2_2051
4_3048_1998.561644	5	1998.561644	4_3048
0_9589_2003.235616	1	2003.235616	0_9589
5_3657_2010.441096	6	2010.441096	5_3657
0_1992_1993.334247	1	1993.334247	0_1992
0_7099_2001.473973	1	2001.473973	0_7099
0_7374_2001.70137	1	2001.70137	0_7374
2_3690_2001.745205	3	2001.745205	2_3690
2_18121_2009.4	3	2009.4	2_18121
0_6886_2001.364384	1	2001.364384	0_6886
0_5866_2000.221311	1	2000.221311	0_5866
4_2225_1997.980822	5	1997.980822	4_2225
0_3199_1994.616438	1	1994.616438	0_3199
4_5935_2000.467213	5	2000.467213	4_5935
1_2958_1999.435616	2	1999.435616	1_2958
4_2393_1998.049315	5	1998.049315	4_2393
2_20885_2010.715068	3	2010.715068	2_20885
3_2183_2001.986301	4	2001.986301	3_2183
3_3749_2003.841096	4	2003.841096	3_3749
0_2021_1993.356164	1	1993.356164	0_2021
0_4907_1997.008219	1	1997.008219	0_4907
0_6642_2001.136986	1	2001.136986	0_6642
3_5791_2007.819178	4	2007.819178	3_5791
3_1929_2001.772603	4	2001.772603	3_1929
2_13729_2008.032787	3	2008.032787	2_13729
0_2022_1993.323288	1	1993.323288	0_2022
1_154_1992.428962	2	1992.428962	1_154
2_18978_2009.621918	3	2009.621918	2_18978
0_13399_2006.109589	1	2006.109589	0_13399
1_3360_1999.80274	2	1999.80274	1_3360
1_2998_1999.506849	2	1999.506849	1_2998
2_995_1996.254098	3	1996.254098	2_995
2_12197_2007.578082	3	2007.578082	2_12197
3_1800_2001.70411	4	2001.70411	3_1800
0_6153_2000.775956	1	2000.775956	0_6153
0_1846_1993.167123	1	1993.167123	0_1846
5_4179_2010.928767	6	2010.928767	5_4179
1_5236_2001.589041	2	2001.589041	1_5236
0_4514_1995.775342	1	1995.775342	0_4514
4_7911_2005.446575	5	2005.446575	4_7911
4_3399_1998.805479	5	1998.805479	4_3399
0_2023_1993.449315	1	1993.449315	0_2023
2_7315_2005.915068	3	2005.915068	2_7315
2_16935_2009.00274	3	2009.00274	2_16935
0_3107_1994.547945	1	1994.547945	0_3107
4_558_1996.729508	5	1996.729508	4_558
1_4881_2001.178082	2	2001.178082	1_4881
1_3320_1999.838356	2	1999.838356	1_3320
2_2641_2000.718579	3	2000.718579	2_2641
3_5679_2007.512329	4	2007.512329	3_5679
0_3508_1994.89863	1	1994.89863	0_3508
5_5913_2013.172603	6	2013.172603	5_5913
0_2877_1994.372603	1	1994.372603	0_2877
0_2028_1993.331507	1	1993.331507	0_2028
0_15469_2008.404372	1	2008.404372	0_15469
0_11146_2004.448087	1	2004.448087	0_11146
0_3747_1995.038356	1	1995.038356	0_3747
2_792_1995.915068	3	1995.915068	2_792
0_5805_2000.090164	1	2000.090164	0_5805
1_5379_2001.986301	2	2001.986301	1_5379
2_11591_2007.380822	3	2007.380822	2_11591
1_4540_2000.967213	2	2000.967213	1_4540
0_9549_2003.156164	1	2003.156164	0_9549
2_489_1994.778082	3	1994.778082	2_489
2_5796_2004.699454	3	2004.699454	2_5796
4_129_1996.202186	5	1996.202186	4_129
3_390_1997.663014	4	1997.663014	3_390
0_1333_1992.827869	1	1992.827869	0_1333
2_12158_2007.542466	3	2007.542466	2_12158
0_2031_1993.331507	1	1993.331507	0_2031
2_327_1994.317808	3	1994.317808	2_327
2_16477_2008.846995	3	2008.846995	2_16477
3_243_1996.300546	4	1996.300546	3_243
0_13565_2006.227397	1	2006.227397	0_13565
1_1411_1996.295082	2	1996.295082	1_1411
0_8115_2002.115068	1	2002.115068	0_8115
1_3416_1999.90137	2	1999.90137	1_3416
0_10552_2004.084699	1	2004.084699	0_10552
4_2736_1998.282192	5	1998.282192	4_2736
2_13430_2007.991781	3	2007.991781	2_13430
2_17808_2009.326027	3	2009.326027	2_17808
0_3219_1994.654795	1	1994.654795	0_3219
0_2034_1993.364384	1	1993.364384	0_2034
4_4508_1999.476712	5	1999.476712	4_4508
0_4425_1995.734247	1	1995.734247	0_4425
2_20314_2010.282192	3	2010.282192	2_20314
4_1889_1997.731507	5	1997.731507	4_1889
0_7713_2001.950685	1	2001.950685	0_7713
0_12049_2005.243836	1	2005.243836	0_12049
2_819_1995.89589	3	1995.89589	2_819
0_2858_1994.39726	1	1994.39726	0_2858
0_15493_2010.287671	1	2010.287671	0_15493
0_13738_2006.339726	1	2006.339726	0_13738
0_8460_2002.205479	1	2002.205479	0_8460
5_5707_2012.721311	6	2012.721311	5_5707
2_3548_2001.449315	3	2001.449315	2_3548
2_142_1993.923288	3	1993.923288	2_142
3_910_2000.185792	4	2000.185792	3_910
2_1352_1997.909589	3	1997.909589	2_1352
3_3267_2002.786301	4	2002.786301	3_3267
0_2044_1993.479452	1	1993.479452	0_2044
1_691_1995.569863	2	1995.569863	1_691
0_13592_2006.358904	1	2006.358904	0_13592
0_6120_2000.636612	1	2000.636612	0_6120
1_1533_1996.459016	2	1996.459016	1_1533
0_2047_1993.394521	1	1993.394521	0_2047
0_12113_2005.312329	1	2005.312329	0_12113
1_316_1994.383562	2	1994.383562	1_316
1_2414_1998.621918	2	1998.621918	1_2414
2_12355_2007.624658	3	2007.624658	2_12355
0_2049_1993.391781	1	1993.391781	0_2049
4_2816_1998.40274	5	1998.40274	4_2816
3_6225_2008.20765	4	2008.20765	3_6225
1_214_1993.367123	2	1993.367123	1_214
3_1576_2001.443836	4	2001.443836	3_1576
4_5697_2000.306011	5	2000.306011	4_5697
4_446_1996.603825	5	1996.603825	4_446
2_6547_2005.493151	3	2005.493151	2_6547
2_9551_2006.764384	3	2006.764384	2_9551
0_12060_2005.235616	1	2005.235616	0_12060
4_1977_1997.761644	5	1997.761644	4_1977
2_7484_2006.052055	3	2006.052055	2_7484
4_8820_2007.616438	5	2007.616438	4_8820
4_9368_2010.780822	5	2010.780822	4_9368
1_216_1993.383562	2	1993.383562	1_216
4_2376_1998.038356	5	1998.038356	4_2376
3_1303_2000.991803	4	2000.991803	3_1303
0_2065_1993.364384	1	1993.364384	0_2065
2_22172_2012.937158	3	2012.937158	2_22172
3_217_1996.038251	4	1996.038251	3_217
4_3915_1999.136986	5	1999.136986	4_3915
2_5905_2004.882514	3	2004.882514	2_5905
0_15271_2007.728767	1	2007.728767	0_15271
0_2246_1993.550685	1	1993.550685	0_2246
1_5273_2001.723288	2	2001.723288	1_5273
0_4880_1996.84153	1	1996.84153	0_4880
5_5795_2012.934426	6	2012.934426	5_5795
2_13771_2008.040984	3	2008.040984	2_13771
4_5474_2000.18306	5	2000.18306	4_5474
4_709_1996.904372	5	1996.904372	4_709
4_4592_1999.6	5	1999.6	4_4592
0_3056_1994.509589	1	1994.509589	0_3056
0_12521_2005.534247	1	2005.534247	0_12521
4_2260_1998.090411	5	1998.090411	4_2260
1_2322_1998.419178	2	1998.419178	1_2322
4_8689_2007.290411	5	2007.290411	4_8689
2_17459_2009.164384	3	2009.164384	2_17459
2_16955_2009.030137	3	2009.030137	2_16955
4_5648_2000.284153	5	2000.284153	4_5648
4_2419_1998.117808	5	1998.117808	4_2419
4_3291_1998.745205	5	1998.745205	4_3291
4_2616_1998.235616	5	1998.235616	4_2616
0_7537_2001.753425	1	2001.753425	0_7537
0_5771_1999.953425	1	1999.953425	0_5771
0_12336_2005.449315	1	2005.449315	0_12336
4_4651_1999.742466	5	1999.742466	4_4651
2_6905_2005.706849	3	2005.706849	2_6905
1_6660_2006.389041	2	2006.389041	1_6660
1_1566_1996.546448	2	1996.546448	1_1566
0_5693_1999.720548	1	1999.720548	0_5693
0_8700_2002.342466	1	2002.342466	0_8700
4_8535_2006.893151	5	2006.893151	4_8535
4_209_1996.352459	5	1996.352459	4_209
1_2569_1999.019178	2	1999.019178	1_2569
0_2073_1993.375342	1	1993.375342	0_2073
2_382_1994.479452	3	1994.479452	2_382
3_1310_2001.005479	4	2001.005479	3_1310
0_2075_1993.394521	1	1993.394521	0_2075
4_2051_1997.89863	5	1997.89863	4_2051
1_16_1990.090411	2	1990.090411	1_16
3_4500_2005.942466	4	2005.942466	3_4500
4_8713_2007.345205	5	2007.345205	4_8713
0_1853_1993.164384	1	1993.164384	0_1853
4_2427_1998.063014	5	1998.063014	4_2427
0_2476_1993.994521	1	1993.994521	0_2476
3_8_1993.389041	4	1993.389041	3_8
4_6626_2001.419178	5	2001.419178	4_6626
4_2424_1998.139726	5	1998.139726	4_2424
5_4168_2010.947945	6	2010.947945	5_4168
1_4653_2001.106849	2	2001.106849	1_4653
2_17642_2009.213699	3	2009.213699	2_17642
4_7717_2005.145205	5	2005.145205	4_7717
0_528_1991.29863	1	1991.29863	0_528
0_2478_1993.873973	1	1993.873973	0_2478
0_12944_2005.821918	1	2005.821918	0_12944
0_6396_2000.907104	1	2000.907104	0_6396
1_1693_1996.833333	2	1996.833333	1_1693
4_1032_1997.150685	5	1997.150685	4_1032
1_294_1994.265753	2	1994.265753	1_294
0_10178_2003.731507	1	2003.731507	0_10178
4_4412_1999.413699	5	1999.413699	4_4412
4_3117_1998.605479	5	1998.605479	4_3117
2_14561_2008.325137	3	2008.325137	2_14561
3_3743_2003.70411	4	2003.70411	3_3743
2_1198_1996.923497	3	1996.923497	2_1198
1_6026_2003.750685	2	2003.750685	1_6026
5_1882_2008.986339	6	2008.986339	5_1882
0_4953_1997.443836	1	1997.443836	0_4953
1_4226_2000.65847	2	2000.65847	1_4226
0_2086_1993.471233	1	1993.471233	0_2086
4_6903_2002.071233	5	2002.071233	4_6903
3_177_1995.780822	4	1995.780822	3_177
4_284_1996.448087	5	1996.448087	4_284
0_10684_2004.213115	1	2004.213115	0_10684
0_4409_1995.641096	1	1995.641096	0_4409
2_17146_2009.027397	3	2009.027397	2_17146
2_1488_1998.594521	3	1998.594521	2_1488
4_5827_2000.382514	5	2000.382514	4_5827
4_4069_1999.317808	5	1999.317808	4_4069
0_11772_2005.024658	1	2005.024658	0_11772
3_386_1997.723288	4	1997.723288	3_386
4_4710_1999.580822	5	1999.580822	4_4710
1_4665_2001	2	2001	1_4665
0_853_1992.101093	1	1992.101093	0_853
2_5510_2004.371585	3	2004.371585	2_5510
1_6761_2006.90137	2	2006.90137	1_6761
2_3596_2001.589041	3	2001.589041	2_3596
4_4031_1999.186301	5	1999.186301	4_4031
3_69_1995.260274	4	1995.260274	3_69
0_2801_1994.317808	1	1994.317808	0_2801
2_191_1994.060274	3	1994.060274	2_191
0_1936_1993.328767	1	1993.328767	0_1936
1_4690_2001.038356	2	2001.038356	1_4690
0_364_1990.890411	1	1990.890411	0_364
0_7365_2001.663014	1	2001.663014	0_7365
1_838_1995.690411	2	1995.690411	1_838
4_6720_2001.671233	5	2001.671233	4_6720
0_12805_2005.756164	1	2005.756164	0_12805
0_13747_2006.378082	1	2006.378082	0_13747
4_3813_1999.10411	5	1999.10411	4_3813
5_2530_2009.506849	6	2009.506849	5_2530
0_1004_1992.344262	1	1992.344262	0_1004
4_4679_1999.575342	5	1999.575342	4_4679
0_11677_2004.833333	1	2004.833333	0_11677
0_13480_2006.186301	1	2006.186301	0_13480
2_8747_2006.449315	3	2006.449315	2_8747
2_12895_2007.79726	3	2007.79726	2_12895
1_4112_2000.551913	2	2000.551913	1_4112
0_4995_1997.621918	1	1997.621918	0_4995
5_3241_2010.169863	6	2010.169863	5_3241
1_5648_2002.49589	2	2002.49589	1_5648
4_3333_1998.791781	5	1998.791781	4_3333
0_2101_1993.391781	1	1993.391781	0_2101
2_3594_2001.539726	3	2001.539726	2_3594
0_6638_2001.186301	1	2001.186301	0_6638
0_12138_2005.345205	1	2005.345205	0_12138
0_104_1990.046575	1	1990.046575	0_104
1_647_1995.523288	2	1995.523288	1_647
